0	0.5230570990822547	0.12135095975476984	1
1	0.22188434610827001	0.12804949544810473	1
2	0.5851019566070896	0.3747008454807329	1
3	0.7198883406502936	0.5024297271296522	1
4	0.5789313691689595	0.6962989680905266	1
5	0.06755338949089607	0.06594587571665034	1
6	0.9622744831092263	0.026336704427684654	1
7	0.8697559519966268	0.277109012796415	1
8	0.878215360548328	0.2842956393667623	1
9	0.008411056043944765	0.40039455287538706	1
10	0.33610424789988436	0.6268339128460505	1
11	0.4764493516342475	0.0899548503186447	1
12	0.46702066275457776	0.12397339979587252	1
13	0.27918512928159456	0.12179248037309498	1
14	0.04483209909147068	0.18154972361366895	1
15	0.7684802099727197	0.6453869478787769	1
16	0.08504298556139178	0.5732850071343462	1
17	0.4728169187984035	0.7967602870486666	1
18	0.2835359437935635	0.2125788414161328	1
19	0.9164382552421777	0.3815233121576507	1
20	0.7217495952020124	0.9201240825303262	1
21	0.08799193230139513	0.07488786094783684	1
22	0.6131348287776188	0.8187263217150813	1
23	0.9860966399074086	0.6773373636547174	1
24	0.4228869783148749	0.6494132448898863	1
25	0.8126746213157116	0.667868861111277	1
26	0.4854527614028036	0.46340488984365613	1
27	0.9043331809778391	0.7023800015514102	1
28	0.3974628905601284	0.6232704934201061	1
29	0.07658404656878981	0.7081899509603401	1
