0	0.34309758316976413
1	0.11549365632471154
2	0.6153702496306991
3	0.9186972415571564
4	0.7675259125780225
5	0.7616674281449586
6	0.7205931741810709
7	0.5374061969825245
8	0.8038945039123567
9	0.013068513001976756
10	0.7331894121452098
11	0.9242991667710957
12	0.47941542696314454
13	0.3780763055791214
14	0.09837680705029794
15	0.8954845492329752
16	0.28085282644489906
17	0.7750911637671856
18	0.4147295280053518
19	0.33213678774772615
20	0.8087289390534738
21	0.9748415774316126
22	0.2836520413853024
23	0.25921872715506633
24	0.5570293960750944
25	0.9085100697968206
26	0.22832602754596598
27	0.5615772875103812
28	0.6934365769495073
29	0.9228242434853704
